torvalds,12613.25
donnemartin,2265.5555555555557
mrdoob,1478.2666666666667
JakeWharton,1149.4333333333334
zenorocha,1001.8
afollestad,893.0
josephmisiti,878.2333333333333
johnpapa,825.4
prakhar1989,766.7
gorhill,733.6190476190476
SamyPesse,636.2666666666667
FezVrasta,632.5666666666667
kripken,540.6333333333333
steipete,508.4
rasbt,504.2
Unknwon,475.5
CamDavidsonPilon,474.4
pedrovgs,471.8333333333333
mdo,459.8666666666667
fzaninotto,459.3666666666667
toddmotto,458.56666666666666
addyosmani,398.4
ChenYilong,389.46666666666664
tj,387.5
Shougo,374.0
jakiestfu,340.8666666666667
jverkoey,329.0
paulmillr,287.23333333333335
mikepenz,285.23333333333335
mrmrs,277.5
walkor,273.56666666666666
chjj,268.23333333333335
chrisjenx,251.6
maxogden,247.5
ai,244.76666666666668
JedWatson,230.03333333333333
mgechev,228.7
nixzhu,219.76666666666668
wbond,213.63333333333333
davidsonfellipe,210.63333333333333
lihaoyi,202.93333333333334
samuelclay,198.92
hueniverse,198.66666666666666
angusshire,197.0
kishikawakatsumi,193.8
nzakas,190.7
willianjusten,179.66666666666666
DataTables,174.1
kylef,171.3
be5invis,169.36666666666667
una,154.36666666666667
ankane,152.13333333333333
bkeepers,149.3
thomasdavis,146.3
indragiek,141.56666666666666
ebidel,141.3
kartik-v,140.9
overtrue,139.53333333333333
nicolasgramlich,135.8
Urigo,135.53333333333333
mitchellh,134.03333333333333
soumith,131.0
liu21st,127.0
GrahamCampbell,121.52380952380952
sebastianbergmann,111.96666666666667
drakeet,110.0
jamztang,102.2
HugoGiraudel,99.23333333333333
bbatsov,97.63333333333334
muan,95.3
jnunemaker,95.03333333333333
phodal,91.86666666666666
willdurand,91.33333333333333
josevalim,88.03703703703704
passy,85.76666666666667
marijnh,85.36666666666666
tqchen,83.05882352941177
technoweenie,81.1
schwa,79.85
notwaldorf,79.46666666666667
tmcw,78.13333333333334
zcbenz,75.35714285714286
soffes,71.8
fnando,71.33333333333333
joshaber,71.13333333333334
gitster,68.625
feross,67.03333333333333
dcramer,64.93333333333334
hadley,64.66666666666667
barretlee,64.43333333333334
dlew,63.1
jgm,63.0
geerlingguy,61.13333333333333
weavejester,60.96666666666667
azat-co,60.0
orta,59.8
grp,59.46666666666667
rauchg,58.266666666666666
ericelliott,57.96666666666667
yiminghe,56.46666666666667
paulirish,54.4
josh,54.06666666666667
mafintosh,53.5
domenic,52.0
hemanth,51.53333333333333
rdegges,50.7
KrauseFx,44.233333333333334
evanw,44.0
gaearon,43.233333333333334
radar,43.233333333333334
StephenGrider,42.46666666666667
tomchristie,41.57692307692308
webmozart,41.333333333333336
mcollina,40.833333333333336
apotonick,39.7
atmos,38.86666666666667
mli,37.888888888888886
kentcdodds,37.2
mourner,35.166666666666664
jessesquires,34.43333333333333
ashfurrow,34.36666666666667
Caged,34.233333333333334
indutny,33.9
agentzh,33.2
remy,33.13333333333333
macournoyer,32.06666666666667
rkh,30.866666666666667
mbostock,30.133333333333333
bevacqua,30.033333333333335
fabpot,29.714285714285715
