AdamBien,29.666666666666668
shiffman,28.433333333333334
rstacruz,27.7
numbbbbb,27.033333333333335
kohsuke,26.733333333333334
leebyron,25.866666666666667
ericdouglas,25.733333333333334
markstory,24.266666666666666
substack,23.566666666666666
staltz,23.533333333333335
simurai,22.633333333333333
leafo,22.3
ibdknox,21.9
tmm1,21.6
jskeet,21.40909090909091
tekkub,20.555555555555557
jonathanong,20.5
Haacked,20.366666666666667
yihui,19.966666666666665
ekmett,19.866666666666667
mitsuhiko,19.733333333333334
mattn,19.566666666666666
eduardolundgren,19.0
pkrumins,18.166666666666668
kevva,17.766666666666666
AllenDowney,17.533333333333335
jennschiffer,17.066666666666666
jlord,16.966666666666665
sferik,16.266666666666666
michaelklishin,15.9
cheeaun,15.233333333333333
benjamn,15.133333333333333
swannodette,15.066666666666666
mjackson,15.0
davidfowl,14.633333333333333
cvrebert,14.6
alloy,14.4
madskristensen,14.333333333333334
kriskowal,14.1
robdodson,13.833333333333334
jdalton,13.8125
juliangruber,13.766666666666667
benbalter,13.333333333333334
olivergierke,12.6
mattdesl,12.466666666666667
jedisct1,12.3
kytrinyx,12.033333333333333
springmeyer,11.766666666666667
mathiasbynens,11.133333333333333
ericholscher,10.8
jamesmontemagno,10.666666666666666
amueller,10.433333333333334
creationix,10.4
robrix,10.366666666666667
ornicar,10.333333333333334
drnic,10.333333333333334
EisenbergEffect,9.833333333333334
balupton,8.9
Raynos,8.466666666666667
nvie,8.433333333333334
parkr,8.233333333333333
zpao,7.833333333333333
kazuho,7.5
yyx990803,7.266666666666667
dougwilson,7.133333333333334
ammeep,7.0
tokuhirom,6.966666666666667
zilongshanren,6.7
pippinsplugins,6.666666666666667
ddollar,6.533333333333333
kevinsawicki,6.5
davecheney,6.366666666666666
akrabat,6.2
QuincyLarson,6.033333333333333
tylermcginnis,5.9
swankjesse,5.818181818181818
ashleygwilliams,5.8
samdark,5.733333333333333
aaronpk,5.7
soyjavi,5.666666666666667
c9s,5.633333333333334
purcell,5.533333333333333
michalbe,5.466666666666667
weierophinney,5.433333333333334
chenglou,5.366666666666666
paulcbetts,5.2
dominictarr,4.933333333333334
mariotaku,4.766666666666667
curran,4.633333333333334
frsyuki,4.566666666666666
alex,4.466666666666667
brianleroux,4.3
josegonzalez,3.8333333333333335
arunoda,3.8333333333333335
andrew,3.8
cyanogen,3.7
brentvatne,3.4
JaviSoto,3.4
SamSaffron,3.3666666666666667
Ocramius,3.2666666666666666
sahat,3.2
mjhea0,3.1
taylorotwell,3.0
thejameskyle,2.966666666666667
vladikoff,2.7666666666666666
afc163,2.6333333333333333
Seldaek,2.466666666666667
mikermcneil,2.2333333333333334
kittens,2.1
steveklabnik,2.066666666666667
suissa,2.033333333333333
jamesward,1.8666666666666667
jeremy,1.1666666666666667
appleboy,1.1333333333333333
dsyer,1.1333333333333333
gdi2290,1.0666666666666667
vhf,1.0
samccone,0.9333333333333333
stof,0.9333333333333333
stefanpenner,0.9
rafaelfranca,0.8333333333333334
rwaldron,0.7666666666666667
weaverryan,0.6666666666666666
jiyinyiyong,0.6
amasad,0.5333333333333333
jfrazelle,0.0
